-1.6307,-1.6022,-1.6014,-1.5968,-1.5755,-1.5553,-1.5592,-1.5531,-1.517,-1.4845,-1.4821,-1.4866,-1.4629,-1.4482,-1.4638,-1.4941,-1.528,-1.5873,-1.6703,-1.746,-1.8342,-1.9021,-2.0255,-2.1624,-2.3009,-2.4447,-2.6172,-2.804,-3.0296,-3.2624,-3.5283,-3.8127,-4.0868,-4.3574,-4.6192,-4.8864,-5.0876,-5.307,-5.4872,-5.6656,-5.833,-5.9711,-6.1002,-6.2059,-6.3183,-6.405,-6.4553,-6.5082,-6.5051,-6.487,-6.3769,-6.2021,-6.0075,-5.8007,-5.563,-5.3499,-5.1457,-4.9294,-4.7424,-4.553,-4.3662,-4.1886,-4.0173,-3.842,-3.6861,-3.5305,-3.3819,-3.2414,-3.1342,-3.0386,-2.9765,-2.9397,-2.9536,-3.0149,-3.1055,-3.2492,-3.3911,-3.5359,-3.6836,-6.98,-7.2543,-7.4619,-7.6851,-7.8544,-7.9637,-8.0889,-8.2169,-8.311,-8.3785,-8.5005,-8.6534,-8.7431,-8.8248,-8.907,-8.9828,-8.9965,-8.9906,-9.0447,-9.0618,-9.0188,-8.9963,-8.9981,-9.0084,-9.0253,-9.0309,-9.0206,-8.9463,-8.8181,-8.5955,-8.3454,-8.1203,-7.9416,-7.7272,-7.5821,-7.4237,-7.2448,-7.0972,-6.9806,-6.8814,-6.7529,-6.6765,-6.6125,-6.5435,-6.4603,-6.4093,-6.3357,-6.3115,-6.2706,-6.253,-6.0916,-5.9999,-6.0275,-6.0294,-5.9785,-5.9699,-5.8091,-5.7954,-5.6922,-5.6855,-5.6144,-5.67,-5.6368,-5.6567,-5.6727,-5.6698,-5.7161,-5.6965,-5.7726,-5.8096,-5.7614,-5.7191,-5.5747,-5.4102,-5.2,-4.9744,-4.8614,-4.8909,-4.8905,5.6163,5.0523,4.4958,3.9404,3.4416,2.9926,2.531,2.0524,1.6255,1.2748,0.88453,0.52656,0.24459,0.056886,-0.16662,-0.31608,-0.45729,-0.54513,-0.65099,-0.78265,-0.85518,-0.89461,-0.97893,-1.0826,-1.1462,-1.2628,-1.385,-1.4672,-1.5794,-1.6049,-1.5846,-1.5013,-1.3804,-1.307,-1.216,-1.182,-1.0509,-0.93959,-0.79823,-0.71697,-0.66395,-0.64495,-0.60965,-0.55396,-0.53159,-0.47987,-0.46013,-0.45481,-0.33512,-0.21688,0.30413,0.86015,1.4956,2.0904,2.6852,3.1917,3.593,4.005,4.3096,4.6241,4.9223,5.1764,5.408,5.6068,5.7992,5.9982,6.1811,6.2988,6.4717,6.6092,6.7521,6.9199,7.0709,7.1715,7.1576,7.1326,7.0939,6.9575,6.9037,-6.5082,164.25,79
-2.9119,-2.8826,-2.8198,-2.7595,-2.7205,-2.6969,-2.6719,-2.6397,-2.6166,-2.5919,-2.5333,-2.448,-2.3712,-2.3079,-2.2509,-2.1823,-2.134,-2.0714,-2.0151,-1.9088,-1.842,-1.7952,-1.7588,-1.7586,-1.7757,-1.8025,-1.8439,-1.9271,-1.9963,-2.0892,-2.211,-2.3648,-2.5261,-2.7173,-2.9219,-3.1482,-3.3825,-3.6067,-3.843,-4.1151,-4.3541,-4.5942,-4.8428,-5.1049,-5.2909,-5.4622,-5.6164,-5.6804,-5.6749,-5.6431,-5.6356,-5.5828,-5.5736,-5.5366,-5.4114,-5.2356,-4.9413,-4.6631,-4.361,-4.0853,-3.8218,-3.6038,-3.4861,-3.4224,-3.3707,-3.2113,-3.0352,-2.8154,-2.566,-2.4564,-2.3634,-2.2051,-2.0799,-1.9691,-1.8387,-1.7195,-1.639,-1.5703,-1.5028,-5.0617,-4.8442,-4.8342,-4.9171,-5.0224,-5.1592,-5.2709,-5.3963,-5.5111,-5.5512,-5.6525,-5.7014,-5.5751,-5.4441,-5.4124,-5.5141,-5.5731,-5.7602,-5.8826,-5.9718,-6.0194,-6.0738,-6.2032,-6.3541,-6.5282,-6.8113,-7.0431,-7.313,-7.5598,-7.6861,-7.8323,-7.9505,-8.0588,-8.1429,-8.1879,-8.2017,-8.124,-7.9852,-7.8143,-7.6566,-7.4841,-7.4188,-7.4003,-7.3185,-7.1051,-6.9533,-6.742,-6.4464,-6.2111,-6.0185,-5.96,-5.9303,-6.1947,-6.2009,-6.2889,-6.4542,-6.2679,-6.3721,-6.1997,-6.1423,-6.0197,-5.9228,-5.8413,-5.948,-5.9214,-5.4858,-5.2815,-4.9328,-4.598,-4.5437,-4.468,-4.4535,-4.4366,-4.3908,-4.3323,-4.3045,-4.291,-4.3096,-4.3415,7.2161,7.2791,7.3071,7.3227,7.3655,7.3447,7.3163,7.331,7.2677,7.2777,7.2158,7.2061,7.2605,7.3019,7.3238,7.3167,7.3869,7.3045,7.1902,7.2233,7.1975,7.1188,7.0096,6.8941,6.6676,6.3489,5.9586,5.4255,4.8777,4.4182,3.9443,3.4948,2.962,2.3484,1.7942,1.2323,0.8089,0.51593,0.37673,0.26869,0.24182,0.30141,0.34164,0.33572,0.43189,0.45716,0.57565,0.68228,0.65188,0.68387,0.69352,1.1541,1.6472,2.0947,2.6833,3.1498,3.7516,4.1477,4.5999,4.9571,5.2728,5.6987,6.1892,6.2687,6.0914,6.2286,6.1453,6.5337,7.1781,7.4575,7.5845,7.6471,7.778,7.871,7.9547,8.0358,8.103,8.1272,8.1584,-5.6804,160.32,79
-2.6968,-2.7024,-2.6519,-2.6524,-2.6356,-2.6359,-2.6418,-2.7352,-2.7714,-2.7811,-2.7227,-2.6893,-2.642,-2.6397,-2.6203,-2.578,-2.5304,-2.4971,-2.469,-2.4246,-2.3981,-2.3703,-2.3473,-2.3859,-2.413,-2.5619,-2.715,-2.8739,-3.0207,-3.1586,-3.2999,-3.4539,-3.6615,-3.8368,-3.983,-4.1798,-4.3913,-4.5932,-4.7634,-4.9779,-5.123,-5.246,-5.3548,-5.4373,-5.4714,-5.4715,-5.4581,-5.4748,-5.4209,-5.3245,-5.1784,-5.0411,-4.8065,-4.5705,-4.3428,-4.0727,-3.8067,-3.6247,-3.4494,-3.3529,-3.2584,-3.1868,-3.1453,-3.0735,-2.9744,-2.8239,-2.6751,-2.4913,-2.2743,-2.0828,-1.9066,-1.7633,-1.6593,-1.5618,-1.4664,-1.371,-1.2832,-1.1965,-1.1281,-5.1355,-5.1615,-5.1791,-5.2333,-5.3069,-5.3158,-5.3314,-5.4278,-5.5145,-5.426,-5.2506,-5.3206,-5.3472,-5.5416,-5.6687,-5.6739,-5.6747,-5.8708,-5.9535,-6.183,-6.334,-6.4603,-6.7253,-7.0519,-7.3401,-7.6128,-7.7051,-7.7939,-7.7934,-7.7968,-7.7922,-7.7631,-7.6987,-7.6828,-7.6436,-7.5643,-7.5408,-7.4718,-7.4614,-7.5478,-7.4302,-7.3205,-7.2391,-7.0968,-6.986,-6.804,-6.7186,-6.659,-6.7357,-6.7357,-6.7625,-6.9398,-7.0362,-7.0808,-6.9563,-6.7772,-6.7692,-6.6319,-6.3627,-6.2621,-6.162,-6.1064,-6.0487,-5.9546,-5.8661,-5.8095,-5.678,-5.5253,-5.5142,-5.3778,-5.2858,-5.2488,-5.1926,-5.0942,-5.0094,-4.935,-4.8757,-4.83,-4.7582,6.895,7.0341,7.1556,7.173,7.1752,7.2136,7.1811,7.0734,6.9094,6.9112,7.2441,7.1051,7.3133,7.4221,7.3018,7.2835,7.1942,7.0239,6.9396,6.8617,6.717,6.5446,6.2267,5.7701,5.2424,4.6248,4.1379,3.5887,3.1479,2.667,2.1825,1.7081,1.2391,0.78628,0.46494,0.16041,-0.067709,-0.20025,-0.26783,-0.52972,-0.52606,-0.55914,-0.52764,-0.46195,-0.57039,-0.66798,-0.56528,-0.35412,0.019753,0.76794,1.5409,1.9876,2.4835,2.8244,3.2539,3.7284,4.1173,4.5017,4.8917,5.101,5.3085,5.4569,5.5925,5.7566,5.8564,6.0229,6.2722,6.5618,6.8817,7.0873,7.1939,7.2917,7.3931,7.5035,7.6087,7.6937,7.7664,7.8472,7.9065,-5.4748,146.82,77
-2.5361,-2.5243,-2.5155,-2.5163,-2.5112,-2.5037,-2.4721,-2.4648,-2.4591,-2.4348,-2.4082,-2.3957,-2.3778,-2.3531,-2.3634,-2.4482,-2.4011,-2.4047,-2.4203,-2.445,-2.4738,-2.5352,-2.5924,-2.6199,-2.6868,-2.8456,-2.9761,-3.1118,-3.2645,-3.4268,-3.5854,-3.7376,-3.8593,-3.9622,-4.0682,-4.1693,-4.244,-4.316,-4.3991,-4.447,-4.492,-4.5479,-4.5828,-4.621,-4.6189,-4.6238,-4.6272,-4.6322,-4.6023,-4.5877,-4.5976,-4.5855,-4.5832,-4.5456,-4.4812,-4.4118,-4.3244,-4.2093,-4.0953,-3.9629,-3.8342,-3.7318,-3.6014,-3.4667,-3.3656,-3.2727,-3.1939,-3.1182,-3.0615,-2.9971,-2.9469,-2.8978,-2.8593,-2.8075,-2.7704,-2.7581,-2.7585,-2.7694,-2.7706,-2.9002,-3.0779,-3.2091,-3.3377,-3.5291,-3.7062,-3.8042,-3.9777,-4.2181,-4.3176,-4.3832,-4.5763,-4.7789,-4.9966,-5.2241,-5.4394,-5.5853,-5.685,-5.8428,-5.9972,-6.0892,-6.3932,-6.6783,-6.9512,-7.214,-7.3644,-7.515,-7.6554,-7.6994,-7.7083,-7.6819,-7.6572,-7.6483,-7.6959,-7.7148,-7.7203,-7.6668,-7.7058,-7.7027,-7.6921,-7.675,-7.6873,-7.7013,-7.7015,-7.7198,-7.7305,-7.722,-7.7593,-7.8475,-7.8445,-7.8753,-7.8456,-7.7232,-7.4339,-7.0931,-6.8333,-6.5813,-6.3469,-6.154,-5.9049,-5.5676,-5.2497,-5.0173,-4.8272,-4.6341,-4.4689,-4.3155,-4.1851,-4.0428,-3.9578,-3.8574,-3.7843,-3.7118,-3.6427,-3.5843,-3.5548,-3.5138,-3.454,-3.4135,8.8082,8.7512,8.6751,8.6411,8.5836,8.4773,8.4583,8.399,8.2949,8.2328,8.2009,8.1137,8.0018,7.8608,7.7569,7.5964,7.5524,7.4861,7.3421,7.224,7.0747,6.6482,6.1687,5.7045,5.0838,4.6381,4.1585,3.656,3.1635,2.7136,2.2991,1.8054,1.364,1.0155,0.64635,0.32464,0.060947,-0.24723,-0.54469,-0.73868,-0.94104,-1.126,-1.2399,-1.3777,-1.4434,-1.6203,-1.7853,-1.9595,-2.1021,-1.9469,-1.5909,-1.1556,-0.53878,0.27101,1.0659,1.7344,2.3322,2.8903,3.4376,3.9943,4.4954,4.8688,5.2958,5.6504,5.9839,6.2784,6.5453,6.7874,7.0101,7.2077,7.3807,7.5374,7.6698,7.7908,7.8912,8.014,8.0748,8.1458,8.1771,-4.6322,159.5,76
-2.4918,-2.4738,-2.45,-2.4621,-2.4624,-2.4713,-2.4554,-2.4564,-2.4449,-2.3991,-2.4105,-2.4399,-2.4769,-2.5438,-2.6039,-2.6944,-2.7826,-2.8725,-2.9706,-3.125,-3.2764,-3.4212,-3.5507,-3.6949,-3.8324,-4.0107,-4.1894,-4.3483,-4.4817,-4.6161,-4.7247,-4.7927,-4.8664,-4.9317,-4.9953,-5.0468,-5.0855,-5.1356,-5.1855,-5.2294,-5.2757,-5.2992,-5.2829,-5.3612,-5.4172,-5.4457,-5.4579,-5.4641,-5.4553,-5.4521,-5.4043,-5.3192,-5.2435,-5.1533,-5.0847,-5.0161,-4.9631,-4.9154,-4.8494,-4.7843,-4.7477,-4.7359,-4.6726,-4.6635,-4.6878,-4.7222,-4.7407,-4.763,-4.8042,-4.8518,-4.8794,-4.8965,-4.9081,-4.9137,-4.936,-4.9561,-4.9703,-5.0004,-5.0322,-5.9767,-6.1225,-6.2891,-6.4496,-6.596,-6.7412,-6.9197,-7.0458,-7.192,-7.3426,-7.4973,-7.6692,-7.796,-7.9322,-8.1917,-8.2338,-8.3032,-8.3916,-8.451,-8.4556,-8.4043,-8.337,-8.3224,-8.2873,-8.1867,-8.0713,-7.9511,-7.8525,-7.8012,-7.7617,-7.7424,-7.6656,-7.6655,-7.651,-7.6495,-7.6347,-7.6185,-7.5829,-7.5585,-7.5174,-7.4747,-7.4764,-7.4962,-7.3857,-7.3187,-7.271,-7.2529,-7.2442,-7.2326,-7.2825,-7.4165,-7.5408,-7.6221,-7.6359,-7.5296,-7.3478,-7.164,-7.0915,-7.0042,-6.9228,-6.8696,-6.7624,-6.6324,-6.5604,-6.4716,-6.296,-6.1514,-6.0288,-5.887,-5.7306,-5.518,-5.3027,-5.1349,-4.9675,-4.8485,-4.7844,-4.7498,-4.7291,-4.7411,7.1898,7.0669,6.9284,6.7282,6.593,6.4454,6.2351,6.0755,5.9165,5.7418,5.4917,5.1757,4.8491,4.4758,3.9923,3.7755,3.4989,3.2338,2.9262,2.5862,2.2103,1.7762,1.3358,0.94416,0.62426,0.35359,0.049662,-0.19036,-0.41404,-0.55886,-0.69399,-0.77922,-0.90284,-1.0122,-1.1326,-1.2324,-1.3145,-1.4066,-1.5211,-1.6472,-1.7797,-1.9038,-1.9993,-2.1091,-2.229,-2.2708,-2.3161,-2.3358,-2.3172,-2.3732,-2.4092,-2.2358,-1.8538,-1.3098,-0.63549,0.03078,0.68212,1.2655,1.6947,2.1395,2.5522,2.9188,3.2775,3.5937,3.859,4.1276,4.4037,4.6216,4.8196,5.0102,5.2393,5.4875,5.6976,5.8617,6.0238,6.1189,6.1806,6.2284,6.2562,-5.4641,150.55,73
-2.413,-2.425,-2.4147,-2.4178,-2.3565,-2.3195,-2.2872,-2.2409,-2.1418,-2.0564,-1.9642,-1.8774,-1.8203,-1.7633,-1.7052,-1.6654,-1.6266,-1.5822,-1.5413,-1.5006,-1.4793,-1.4439,-1.4494,-1.483,-1.5678,-1.7035,-1.8784,-2.1104,-2.3824,-2.677,-2.9823,-3.3117,-3.6273,-3.9123,-4.1841,-4.4325,-4.6571,-4.8707,-5.0515,-5.1979,-5.3373,-5.4618,-5.5701,-5.6742,-5.7411,-5.7869,-5.8186,-5.8567,-5.7924,-5.7048,-5.5704,-5.3959,-5.2043,-5.031,-4.8548,-4.66,-4.4635,-4.2742,-4.1048,-3.9543,-3.8313,-3.7493,-3.708,-3.646,-3.5863,-3.5269,-3.4562,-3.4251,-3.3827,-3.3351,-3.3036,-3.2562,-3.1877,-3.1394,-3.05,-2.981,-2.8959,-2.8538,-2.8112,-4.0425,-4.1079,-4.295,-4.3792,-4.4588,-4.6271,-4.6628,-4.7791,-5.0131,-5.3519,-5.7919,-6.1496,-6.5395,-6.8473,-7.0774,-7.2989,-7.503,-7.8006,-7.9823,-8.1641,-8.3257,-8.5248,-8.7834,-8.998,-9.0485,-9.0269,-8.9165,-8.8114,-8.734,-8.5869,-8.4219,-8.191,-7.9928,-7.8106,-7.6342,-7.485,-7.4225,-7.3912,-7.2691,-7.1737,-7.0877,-7.0276,-6.9745,-6.9975,-6.9426,-6.9105,-6.7877,-6.5469,-6.3657,-6.2935,-6.2315,-6.234,-6.1128,-6.0746,-5.9904,-6.0161,-6.0306,-6.1078,-6.1438,-6.1407,-6.1007,-6.0129,-5.9167,-5.8272,-5.7945,-5.7718,-5.6997,-5.6712,-5.6656,-5.6319,-5.6532,-5.6667,-5.6721,-5.6664,-5.7753,-5.811,-5.8632,-5.67,-5.5094,8.1662,8.1477,8.0926,8.0345,8.0951,8.0626,8.0314,7.9669,7.7012,7.4677,6.9713,6.5485,6.0693,5.6525,5.2734,4.8394,4.4173,3.9032,3.4378,3.0255,2.6727,2.3331,2.0065,1.6866,1.46,1.2877,1.192,1.0474,0.90579,0.80133,0.68242,0.6654,0.66541,0.65392,0.6139,0.52427,0.42253,0.28405,0.22644,0.18896,0.14852,0.02404,-0.18087,-0.3672,-0.38457,-0.19627,0.14362,0.58262,1.0543,1.4788,1.9748,2.5505,3.06,3.4725,3.8506,4.1649,4.4976,4.8048,5.0898,5.3578,5.5214,5.6649,5.7767,5.9176,6.1,6.2507,6.4007,6.4878,6.5633,6.5786,6.6011,6.6566,6.6827,6.7225,6.7219,6.8123,6.9196,7.0103,7.1217,-5.8567,151.44,70
-1.1499,-1.1187,-1.1136,-1.0678,-1.063,-1.0989,-1.0948,-1.0921,-1.1212,-1.1685,-1.214,-1.2587,-1.2961,-1.3565,-1.4128,-1.4673,-1.5107,-1.5621,-1.6103,-1.6767,-1.745,-1.7989,-1.855,-1.9208,-2.0069,-2.1447,-2.3347,-2.5556,-2.806,-3.0697,-3.3683,-3.6888,-4.0088,-4.2968,-4.5675,-4.837,-5.0757,-5.279,-5.464,-5.6601,-5.8241,-5.9689,-6.1308,-6.2506,-6.3671,-6.4662,-6.5229,-6.5671,-6.5418,-6.432,-6.2977,-6.0877,-5.7973,-5.4737,-5.2428,-4.9708,-4.7097,-4.425,-4.1716,-3.9301,-3.6793,-3.4823,-3.2609,-3.0588,-2.8731,-2.6973,-2.497,-2.3493,-2.2776,-2.2169,-2.1556,-2.0813,-2.0153,-1.9282,-1.8958,-1.8522,-1.8254,-1.8042,-1.7928,-7.6077,-7.8901,-8.1443,-8.26,-8.3814,-8.5242,-8.6354,-8.7384,-8.8177,-8.8623,-8.9005,-8.9224,-8.968,-9.0081,-9.0403,-9.0588,-9.0793,-9.0977,-9.1353,-9.1644,-9.2068,-9.2518,-9.3678,-9.4627,-9.4562,-9.4512,-9.3769,-9.2765,-9.0885,-8.8944,-8.6383,-8.3533,-8.1274,-7.902,-7.6686,-7.4863,-7.3078,-7.1759,-7.0553,-6.9573,-6.8374,-6.7047,-6.5939,-6.4252,-6.3279,-6.2021,-6.0975,-6.169,-6.1424,-5.9815,-5.8271,-5.7609,-5.6526,-5.5943,-5.4738,-5.3042,-5.2951,-5.2314,-5.1587,-5.1661,-5.0885,-5.0244,-4.9734,-4.9179,-4.9235,-4.9429,-5.0111,-5.0141,-5.0312,-5.1451,-5.1606,-5.1505,-5.1559,-5.1463,-5.1942,-5.2631,-5.2763,-5.2624,-5.2824,5.5673,5.0886,4.4299,3.8735,3.3382,2.8239,2.3974,1.9762,1.5914,1.292,1.0417,0.83556,0.62322,0.45414,0.30006,0.17191,0.055626,-0.064353,-0.15989,-0.25448,-0.35973,-0.4037,-0.48062,-0.56612,-0.59329,-0.66753,-0.72572,-0.75512,-0.78349,-0.80328,-0.79716,-0.75622,-0.71075,-0.61048,-0.47331,-0.40731,-0.31823,-0.18156,-0.10069,-0.10068,-0.11502,-0.036022,-0.059707,0.025254,0.06725,0.094515,0.12193,0.04319,0.16286,0.46876,0.95088,1.5791,2.3677,3.0936,3.6235,4.1224,4.5704,4.9305,5.2997,5.5687,5.9774,6.2026,6.4177,6.641,6.8123,6.9712,7.1219,7.2317,7.3334,7.3263,7.3237,7.3827,7.4358,7.5333,7.6632,7.6997,7.7134,7.6789,7.6468,-6.5671,169.82,68
-4.2093,-4.2723,-4.2755,-4.2611,-4.2203,-4.1425,-4.0591,-3.961,-3.8018,-3.718,-3.6454,-3.5533,-3.4722,-3.385,-3.2873,-3.2147,-3.1493,-3.0809,-3.0462,-2.9977,-2.9923,-3.0344,-3.1068,-3.1949,-3.3154,-3.4065,-3.456,-3.4843,-3.5347,-3.6528,-3.8375,-4.0795,-4.3173,-4.562,-4.7488,-4.89,-5.0076,-5.1564,-5.2541,-5.3093,-5.4041,-5.4205,-5.4419,-5.4525,-5.4851,-5.4484,-5.4833,-5.4869,-5.4864,-5.4533,-5.3948,-5.3863,-5.4264,-5.4166,-5.403,-5.2864,-5.2082,-5.1953,-5.1694,-5.0665,-5.019,-4.9015,-4.8369,-4.8727,-4.9718,-5.0688,-5.2067,-5.1193,-4.9516,-4.7901,-4.6629,-4.5246,-4.4958,-4.4919,-4.4942,-4.5421,-4.6255,-4.7437,-4.7236,-6.5661,-6.6721,-6.9523,-7.0638,-7.2023,-7.4448,-7.5223,-7.6275,-7.7059,-7.8319,-7.955,-8.0944,-8.219,-8.3091,-8.4275,-8.4919,-8.5365,-8.6561,-8.6757,-8.6942,-8.6851,-8.7247,-8.7231,-8.6737,-8.6398,-8.5221,-8.3636,-8.1587,-7.8823,-7.626,-7.4383,-7.2943,-7.1399,-6.9635,-6.7933,-6.687,-6.5789,-6.4682,-6.4853,-6.4194,-6.3754,-6.2841,-6.246,-6.2528,-6.3748,-6.4176,-6.5959,-6.6175,-6.5193,-6.7889,-6.8276,-6.9601,-7.0631,-7.0313,-7.0535,-7.0868,-7.1723,-7.2503,-7.2744,-7.2895,-7.4007,-7.4549,-7.4586,-7.4131,-7.3147,-7.2463,-7.177,-7.31,-7.4747,-7.509,-7.5217,-7.6212,-7.7682,-7.7731,-7.6847,-7.6453,-7.5496,-7.5764,-7.6503,4.8616,4.8479,4.7523,4.5131,4.1676,3.9275,3.6329,3.3323,3.125,2.8762,2.5957,2.2591,1.9705,1.7241,1.4162,1.0826,0.74122,0.40236,0.11845,-0.21654,-0.48643,-0.79731,-1.102,-1.4289,-1.8351,-2.1892,-2.4648,-2.7148,-2.912,-3.0444,-3.1282,-3.2458,-3.3296,-3.4078,-3.418,-3.4118,-3.3229,-3.2831,-3.2731,-3.3772,-3.4162,-3.2972,-3.3002,-3.5805,-3.7017,-3.3559,-2.7977,-2.0301,-1.4532,-1.1533,-0.86514,-0.67282,-0.48921,-0.25981,0.04527,0.41271,0.69363,0.8507,0.99494,1.2071,1.5771,1.9522,2.172,2.2253,2.144,1.843,1.528,1.4963,1.7416,2.0706,2.2796,2.3901,2.5201,2.643,2.7066,2.7141,2.6519,2.3843,2.3043,-5.4869,154.73,68
-0.96085,-0.96003,-0.95068,-0.95184,-0.96054,-0.97124,-0.99428,-1.0456,-1.0871,-1.1512,-1.2395,-1.3152,-1.3939,-1.4819,-1.5659,-1.6577,-1.7605,-1.9038,-2.0825,-2.2874,-2.5149,-2.7857,-3.0888,-3.3874,-3.6849,-3.9555,-4.1857,-4.4378,-4.659,-4.836,-5.0049,-5.1866,-5.3157,-5.427,-5.5521,-5.6542,-5.7423,-5.8196,-5.8844,-5.9418,-5.9685,-6.073,-6.1431,-6.1765,-6.2305,-6.2801,-6.3084,-6.353,-6.3061,-6.2954,-6.0494,-5.779,-5.5415,-5.2799,-4.9975,-4.7625,-4.4657,-4.2523,-4.0411,-3.8318,-3.6559,-3.4689,-3.2977,-3.134,-2.9753,-2.8889,-2.8226,-2.7773,-2.6781,-2.6138,-2.4879,-2.3899,-2.25,-2.0418,-1.8179,-1.6079,-1.4514,-1.3537,-1.2446,-8.3238,-8.4647,-8.5963,-8.6965,-8.8231,-8.9246,-9.0169,-9.1037,-9.1618,-9.1615,-9.1736,-9.1538,-9.1495,-9.2068,-9.2623,-9.2777,-9.3414,-9.3776,-9.3279,-9.2075,-8.9843,-8.7067,-8.4283,-8.1891,-8.0093,-7.8503,-7.7226,-7.6354,-7.533,-7.4121,-7.3148,-7.2358,-7.1303,-7.0257,-6.9842,-6.9546,-6.948,-6.9345,-6.8954,-6.8718,-6.7232,-6.7465,-6.7483,-6.7087,-6.6616,-6.6393,-6.5532,-6.4202,-6.4182,-6.4816,-6.6851,-6.7792,-6.9606,-6.9084,-6.9333,-7.0772,-6.9952,-6.9683,-6.9077,-6.8283,-6.7778,-6.6271,-6.6437,-6.3944,-6.3146,-6.1614,-5.9661,-5.9004,-5.8345,-5.9007,-6.0426,-6.1904,-6.3158,-6.5378,-6.8132,-7.0314,-7.2527,-7.5352,-7.7434,4.0074,3.6014,3.213,2.8979,2.5741,2.3067,2.1062,1.9027,1.7388,1.5922,1.4181,1.2079,0.98127,0.71032,0.44445,0.20803,-0.048783,-0.3613,-0.68182,-0.9387,-1.0837,-1.1778,-1.2176,-1.2255,-1.2701,-1.3379,-1.4085,-1.4941,-1.5261,-1.486,-1.4691,-1.5486,-1.5484,-1.5683,-1.6896,-1.8064,-1.9145,-1.9427,-1.9223,-1.7439,-1.4944,-1.5742,-1.5753,-1.4929,-1.436,-1.4317,-1.4154,-1.4735,-1.4147,-1.3896,-1.0788,-0.46773,0.083142,0.82595,1.3365,1.7759,2.2441,2.7689,3.1761,3.6058,4.0576,4.4355,4.7383,5.0769,5.2686,5.4862,5.6322,5.8067,5.8814,6.0463,6.2435,6.3263,6.3959,6.3208,6.099,5.8237,5.4477,5.1035,4.8062,-6.353,154.4,66
-3.193,-3.2151,-3.1516,-3.1577,-3.1995,-3.1931,-3.2266,-3.3458,-3.3813,-3.3491,-3.2578,-3.0513,-2.8328,-2.6869,-2.6657,-2.6533,-2.6815,-2.7049,-2.7403,-2.7492,-2.7562,-2.8018,-2.8525,-2.9229,-3.0179,-3.1063,-3.2308,-3.4061,-3.5926,-3.7795,-3.9306,-4.0608,-4.1942,-4.344,-4.5114,-4.7204,-4.9765,-5.2242,-5.4414,-5.6264,-5.7699,-5.9124,-6.057,-6.1076,-6.1015,-6.095,-6.1198,-6.1345,-6.096,-6.1121,-5.9399,-5.692,-5.6106,-5.5259,-5.4171,-5.3067,-5.215,-5.1996,-5.1176,-5.0832,-5.0598,-5.0158,-4.959,-4.9317,-4.8957,-4.8404,-4.7867,-4.8083,-4.8574,-4.9265,-5.0538,-5.1349,-5.2011,-5.2455,-5.2509,-5.2911,-5.3159,-5.3267,-5.3163,-7.2796,-7.4579,-7.8682,-8.1724,-8.3208,-8.393,-8.3364,-8.253,-8.2535,-8.0912,-7.9671,-7.9885,-8.2166,-8.4448,-8.5525,-8.7547,-8.9013,-8.9222,-8.9056,-8.9031,-8.9621,-8.9482,-8.9902,-9.0185,-9.0104,-8.9553,-8.8885,-8.7919,-8.6744,-8.5657,-8.489,-8.3788,-8.2327,-8.0973,-7.9545,-7.8173,-7.6047,-7.4508,-7.2185,-7.0122,-6.885,-6.7561,-6.6535,-6.5066,-6.3065,-6.2489,-6.1357,-6.1794,-6.3212,-6.5676,-6.9578,-7.1376,-7.2372,-7.278,-7.3272,-7.3801,-7.3884,-7.4687,-7.5706,-7.5694,-7.5847,-7.629,-7.6776,-7.7519,-7.7393,-7.8209,-7.8589,-7.8251,-7.7582,-7.656,-7.631,-7.6181,-7.6476,-7.6167,-7.6617,-7.6763,-7.6742,-7.6646,-7.7153,4.5983,4.1131,3.6132,3.1432,2.8236,2.7093,2.8017,2.9625,3.1588,3.2331,3.3804,3.1855,2.9861,2.7924,2.6362,2.4018,2.0922,1.7934,1.3867,0.98424,0.55405,0.18795,-0.13292,-0.47628,-0.76041,-0.99602,-1.1899,-1.3366,-1.4744,-1.6213,-1.7661,-1.8829,-1.9756,-2.0696,-2.1264,-2.19,-2.254,-2.2895,-2.3032,-2.2745,-2.3472,-2.3561,-2.4178,-2.412,-2.4624,-2.5661,-2.6039,-2.4962,-2.2806,-1.9611,-1.6467,-1.3935,-1.0325,-0.66739,-0.22197,0.31486,0.67641,0.88116,1.1478,1.2317,1.2957,1.4184,1.6217,1.7339,1.8176,1.9522,2.0562,2.1153,2.1082,2.0798,1.9431,1.823,1.713,1.6456,1.65,1.6626,1.6548,1.6382,1.6424,-6.1345,135.91,64
