17.762,0.057819,-0.46703,0.88235,-0.55545,-6.9097,6.9959
17.782,0.04417,-0.48597,0.87286,-0.48842,-6.7971,6.9911
17.802,0.03106,-0.50365,0.86335,-0.51715,-6.7828,7.0413
17.822,0.019299,-0.51981,0.85406,-0.47166,-6.766,7.0581
17.842,0.0081416,-0.53526,0.84465,-0.49081,-6.8953,7.1635
17.862,-0.0024599,-0.54947,0.8355,-0.51954,-6.9097,7.1012
17.883,-0.01269,-0.56226,0.82686,-0.55785,-6.845,7.0892
17.903,-0.022856,-0.57475,0.818,-0.62968,-6.9025,7.0461
17.923,-0.032516,-0.58649,0.8093,-0.64165,-6.936,7.0868
17.942,-0.041771,-0.59723,0.80098,-0.67756,-6.9073,7.082
17.963,-0.050431,-0.60664,0.79338,-0.68474,-6.8546,7.1563
17.983,-0.058202,-0.61523,0.7862,-0.64643,-6.869,7.197
18.002,-0.065203,-0.6227,0.77974,-0.62249,-6.8067,7.1706
18.022,-0.071523,-0.63004,0.77326,-0.58419,-6.8881,7.1994
18.041,-0.071521,-0.63004,0.77326,-0.59137,-6.8929,7.2018
18.062,-0.077559,-0.63689,0.76704,-0.59137,-6.9336,7.1443
18.082,-0.083334,-0.64347,0.76092,-0.61292,-6.924,7.1778
18.102,-0.088848,-0.64935,0.75528,-0.577,-6.8881,7.0916
18.122,-0.09407,-0.6549,0.74984,-0.61052,-6.8474,7.0988
18.142,-0.099276,-0.66015,0.74454,-0.58179,-6.9073,7.1228
18.162,-0.10381,-0.66538,0.73925,-0.56743,-6.9001,7.173
18.182,-0.10779,-0.6698,0.73467,-0.62249,-6.8785,7.197
18.202,-0.1117,-0.67372,0.73049,-0.58897,-6.9145,7.1658
18.221,-0.11517,-0.67746,0.72648,-0.59855,-6.948,7.2233
18.241,-0.1184,-0.68097,0.72267,-0.57221,-6.9719,7.2209
18.261,-0.12111,-0.68402,0.71933,-0.58897,-6.9192,7.1299
18.281,-0.12381,-0.687,0.71603,-0.55785,-6.9719,7.1323
18.301,-0.12649,-0.69008,0.7126,-0.59376,-6.936,7.1036
18.321,-0.12935,-0.69287,0.70936,-0.57461,-6.9384,7.1898
18.341,-0.13194,-0.69539,0.70642,-0.5794,-6.8953,7.1635
18.361,-0.13419,-0.69752,0.70388,-0.55545,-6.8378,7.1347
18.38,-0.13632,-0.69957,0.70144,-0.5794,-6.8283,7.1132
18.399,-0.13851,-0.70137,0.69921,-0.57461,-6.8738,7.0964
18.42,-0.14045,-0.70319,0.69699,-0.57461,-6.8809,7.0868
18.44,-0.14198,-0.70493,0.69492,-0.56982,-6.9073,7.0701
18.46,-0.14339,-0.70698,0.69255,-0.54588,-6.8929,7.0054
18.48,-0.14455,-0.70889,0.69035,-0.54827,-6.8833,7.0174
18.5,-0.14575,-0.71071,0.68822,-0.56982,-6.8738,7.0413
18.52,-0.14717,-0.71241,0.68616,-0.52433,-6.9216,7.0605
18.54,-0.14813,-0.71432,0.68396,-0.50996,-6.9097,6.9935
18.56,-0.1487,-0.71587,0.68222,-0.83797,-6.7804,7.0078
18.58,-0.15077,-0.71713,0.68043,-0.2873,-7.0318,6.9983
18.6,-0.15039,-0.71915,0.67838,-0.45011,-6.845,7.2999
18.62,-0.15046,-0.71882,0.67872,-0.43574,-6.7876,7.367
18.639,-0.15038,-0.71853,0.67905,-0.43335,-6.7109,7.4196
18.66,-0.15017,-0.71795,0.6797,-0.62249,-6.1292,6.8067
18.679,-0.15076,-0.71738,0.68017,-0.40701,-7.0294,7.0725
18.699,-0.1494,-0.72128,0.67634,-0.59616,-7.4915,7.3263
18.718,-0.14872,-0.72516,0.67233,-0.62249,-7.3382,7.3071
18.739,-0.14915,-0.72576,0.67158,-0.7039,-7.1419,7.276
18.759,-0.15068,-0.72533,0.67171,-0.67516,-6.9911,7.1706
18.779,-0.15294,-0.72488,0.67168,-0.73741,-6.8977,6.9504
18.799,-0.15561,-0.72583,0.67004,-0.7829,-7.1611,6.9815
18.819,-0.15775,-0.72751,0.66771,-0.68474,-7.0581,6.8881
18.838,-0.15938,-0.7276,0.66722,-0.62968,-6.7876,6.936
18.858,-0.16048,-0.72761,0.66695,-0.56264,-6.8905,7.094
18.878,-0.16095,-0.72806,0.66635,-0.52433,-6.9432,7.1994
18.898,-0.16107,-0.72828,0.66608,-0.5387,-7.0102,7.252
18.918,-0.16071,-0.72806,0.66641,-0.28252,-7.0964,7.3263
18.938,-0.15914,-0.72857,0.66623,-0.69432,-6.7373,7.1515
18.957,-0.16062,-0.72668,0.66793,-0.38307,-6.8283,7.0916
18.977,-0.16066,-0.72629,0.66835,-0.60813,-6.8642,7.1084
18.996,-0.16125,-0.72597,0.66855,-0.58897,-6.8498,7.1204
19.016,-0.16215,-0.72603,0.66827,-0.53391,-6.8738,7.0725
19.036,-0.1634,-0.72599,0.66801,-0.50757,-6.8881,7.1084
19.056,-0.16694,-0.72523,0.66796,-0.58658,-6.9887,6.9983
19.075,-0.17061,-0.72338,0.66904,-0.58897,-6.869,6.9623
19.095,-0.17466,-0.7218,0.6697,-0.67516,-6.7397,6.9312
19.115,-0.1801,-0.71985,0.67036,-1.1325,-6.6224,7.0078
19.135,-0.18606,-0.71849,0.67019,-1.1037,-6.7301,7.0844
19.155,-0.18764,-0.71886,0.66935,-0.80445,-6.8642,7.1898
19.175,-0.18804,-0.71951,0.66854,-0.78769,-6.8331,7.2281
19.195,-0.1917,-0.71787,0.66927,-1.1636,-6.8929,7.4555
19.215,-0.19265,-0.71673,0.67021,-2.071,-7.1132,7.8219
19.235,-0.17417,-0.71938,0.67243,0.36871,-6.9839,7.2927
19.255,-0.18141,-0.71231,0.67802,-0.54348,-6.5649,7.434
19.275,-0.16989,-0.71002,0.68338,-0.30167,-6.5745,7.3406
19.295,-0.17079,-0.70813,0.68511,-0.53151,-6.6104,7.3167
19.315,-0.16923,-0.70858,0.68504,-0.52672,-6.8067,7.4268
19.335,-0.1668,-0.70998,0.68418,-0.38786,-6.541,7.2856
19.354,-0.16493,-0.71196,0.68257,-0.22745,-6.6319,7.2664
19.374,-0.16357,-0.71664,0.67799,-0.56743,-7.2065,7.4627
19.394,-0.15559,-0.72349,0.67257,-0.61531,-7.252,7.3382
19.413,-0.15559,-0.72349,0.67257,0.12689,-6.9911,7.1419
19.447,-0.15656,-0.72349,0.67235,-0.59855,-6.8905,7.2305
19.463,-0.15657,-0.72349,0.67235,-0.58897,-6.8546,7.1778
19.483,-0.15895,-0.72305,0.67226,-0.65174,-6.8924,7.194
19.512,-0.15895,-0.72305,0.67226,-0.64404,-6.8977,7.1946
19.52,-0.15895,-0.72305,0.67226,-0.58658,-6.9312,7.2137
19.541,-0.15883,-0.72269,0.67268,-0.66559,-6.8474,7.2353
19.561,-0.15887,-0.72148,0.67396,-0.64404,-6.7516,7.1635
19.581,-0.15854,-0.72032,0.67527,-0.60094,-6.8187,7.1539
19.601,-0.15812,-0.71959,0.67616,-0.6201,-6.8738,7.1754
19.621,-0.15755,-0.7192,0.6767,-0.56024,-6.9528,7.2042
19.641,-0.15681,-0.71911,0.67697,-0.59855,-6.9983,7.2568
19.661,-0.15652,-0.71841,0.67778,-0.56503,-7.0006,7.2592
19.68,-0.15577,-0.71764,0.67877,-0.49799,-6.9695,7.2903
19.701,-0.15494,-0.71662,0.68004,-0.39744,-7.0006,7.3981
19.72,-0.15339,-0.71509,0.68199,-0.19632,-6.9145,7.4005
19.74,-0.1503,-0.71343,0.68442,0.10774,-6.8761,7.4531
19.76,-0.14494,-0.71162,0.68745,0.47645,-6.7852,7.4292
19.78,-0.13741,-0.70987,0.6908,0.90261,-6.6487,7.2712
19.801,-0.1268,-0.70897,0.69375,1.6712,-6.7636,7.2664
19.822,-0.11071,-0.7102,0.69524,2.66,-7.2113,7.3622
19.84,-0.088809,-0.71369,0.69481,3.2729,-7.5393,7.4364
19.861,-0.065142,-0.71939,0.69154,3.5889,-7.9655,7.3406
19.881,-0.044734,-0.72441,0.68791,3.4381,-7.7069,7.3334
19.901,-0.028745,-0.72653,0.68654,3.3591,-7.3574,7.7333
19.921,-0.014112,-0.72631,0.68722,3.3758,-7.4101,8.5928
19.94,-0.0014569,-0.72387,0.68994,3.4333,-8.418,9.4763
19.961,0.008905,-0.72295,0.69084,3.1364,-9.153,9.8904
19.981,0.01095,-0.7192,0.69471,2.0638,-8.2432,9.414
20.001,0.0066777,-0.71105,0.70311,1.1756,-7.1682,8.6263
20.021,-0.0058885,-0.70257,0.71159,-0.27533,-6.4069,8.4635
20.039,-0.02823,-0.70086,0.71274,-2.0542,-6.505,8.0804
20.06,-0.060429,-0.70894,0.70267,-4.1635,-7.4077,8.0278
20.08,-0.10412,-0.72608,0.67968,-6.0813,-8.7915,7.9128
20.1,-0.15501,-0.74382,0.65015,-7.4603,-10.353,7.0701
20.12,-0.20534,-0.75946,0.6173,-8.2911,-11.195,6.2058
20.139,-0.25691,-0.75825,0.59921,-8.6239,-8.916,5.6024
20.159,-0.30457,-0.73748,0.6028,-7.9176,-5.873,4.4915
20.179,-0.34462,-0.71305,0.61057,-6.7421,-5.6192,3.8618
20.199,-0.36955,-0.70176,0.60906,-5.1978,-7.6495,4.4915
20.219,-0.3749,-0.70746,0.59913,-3.5219,-9.9335,5.1308
20.239,-0.3654,-0.7212,0.58851,-1.9489,-10.599,4.8698
20.259,-0.34696,-0.73666,0.58047,-0.23463,-10.336,4.7357
20.278,-0.32071,-0.75398,0.57329,1.233,-10.285,4.7812
20.299,-0.29014,-0.77109,0.56677,2.0901,-10.001,5.102
20.319,-0.25986,-0.78447,0.5631,2.4397,-8.8921,5.1811
20.338,-0.23442,-0.79332,0.56186,2.2098,-7.3095,4.6352
20.359,-0.21545,-0.79961,0.56054,1.7669,-5.8586,4.4269
20.377,-0.199,-0.80577,0.55779,1.4605,-5.4324,5.0159
20.397,-0.1827,-0.8126,0.55343,1.1133,-5.4923,5.8203
20.417,-0.1651,-0.81869,0.54998,1.0606,-5.7485,6.2656
20.437,-0.14755,-0.8251,0.54538,0.76375,-6.2225,6.0071
20.457,-0.13199,-0.83172,0.53928,0.55545,-6.4117,5.6527
20.477,-0.1174,-0.83747,0.53372,0.33998,-6.5984,5.6527
20.497,-0.10467,-0.84033,0.53188,0.19872,-6.3111,6.4859
20.518,-0.093476,-0.83763,0.53818,0.050278,-6.1842,7.4148
20.538,-0.085103,-0.83221,0.54788,-0.13168,-6.1627,7.616
20.558,-0.081432,-0.82688,0.55645,-0.45729,-6.0382,7.2999
20.578,-0.082289,-0.82264,0.56257,-0.80924,-5.6743,6.7229
20.598,-0.08463,-0.81831,0.56851,-0.96007,-5.7844,7.1419
20.618,-0.089858,-0.81312,0.57512,-1.2594,-5.8155,7.5824
20.637,-0.095944,-0.80609,0.58397,-1.3862,-5.8275,7.8386
20.657,-0.10258,-0.79861,0.59304,-1.4389,-6.0238,8.0421
20.676,-0.11038,-0.79118,0.60153,-1.5993,-6.1268,7.8314
20.697,-0.11815,-0.78405,0.60934,-1.6592,-6.2321,7.7428
20.717,-0.12468,-0.77681,0.61727,-1.6616,-6.62,8.0086
20.737,-0.13031,-0.76864,0.62626,-1.6305,-6.7133,8.09
20.757,-0.1354,-0.76043,0.63515,-1.573,-6.7349,7.8314
20.777,-0.14031,-0.7532,0.64265,-1.5826,-6.8594,7.6375
20.796,-0.14441,-0.74642,0.64962,-1.4724,-6.8043,7.5441
20.817,-0.14728,-0.73953,0.65681,-1.312,-6.6918,7.4723
20.836,-0.14908,-0.73292,0.66377,-1.1157,-6.6008,7.4412
20.856,-0.15104,-0.72642,0.67045,-1.0606,-6.4667,7.2975
20.876,-0.1532,-0.71994,0.67691,-1.0032,-6.1746,7.0701
20.895,-0.15451,-0.71395,0.68293,-0.83558,-5.9687,6.8905
20.916,-0.15484,-0.70917,0.68782,-0.72305,-5.8442,6.7516
20.936,-0.15461,-0.70523,0.69191,-0.63686,-5.7844,6.7876
20.954,-0.15366,-0.702,0.6954,-0.54348,-5.8347,6.8115
20.976,-0.15208,-0.69937,0.69839,-0.4118,-5.9065,6.8402
20.994,-0.14948,-0.69639,0.70192,-0.23463,-5.7509,6.7995
21.015,-0.14661,-0.69365,0.70523,-0.13886,-5.6671,6.699
21.035,-0.14325,-0.6923,0.70725,-0.040701,-5.6743,6.6583
21.054,-0.13929,-0.6929,0.70745,0.11492,-5.9113,6.6726
21.075,-0.13353,-0.69597,0.70554,0.34477,-6.1531,6.699
21.095,-0.12484,-0.70132,0.70183,0.62728,-6.6679,6.8522
21.114,-0.11176,-0.70814,0.69717,1.0942,-6.9935,6.9001
21.134,-0.096217,-0.71476,0.69271,1.4054,-7.0413,6.7421
21.154,-0.080661,-0.72065,0.68858,1.6065,-6.948,6.5936
21.174,-0.066537,-0.72697,0.68343,1.5826,-6.9432,6.7014
21.194,-0.054058,-0.73346,0.67758,1.5778,-6.8953,6.7181
