1473718481887,3178891866455,C8:86:52:8B:6C:AE,-72,-74
1473718482004,3179007772217,D6:43:46:17:64:70,-72,-66
1473718482018,3179022054443,F1:6D:3A:C9:92:FE,-72,-63
1473718482042,3179045644531,C8:86:52:8B:6C:AE,-72,-87
1473718482153,3179155782470,D6:43:46:17:64:70,-72,-66
1473718482197,3179201131592,C8:86:52:8B:6C:AE,-72,-72
1473718482205,3179209188232,4F:2D:F7:3F:A6:2C,0,-96
1473718482293,3179293721924,E9:1F:D4:74:BB:2A,0,-90
1473718482293,3179296865234,D6:43:46:17:64:70,-72,-71
1473718482336,3179340108642,F1:6D:3A:C9:92:FE,-72,-65
1473718482355,3179358785400,C8:86:52:8B:6C:AE,-72,-73
1473718486659,3183662709961,4F:2D:F7:3F:A6:2C,0,-95
1473718486720,3183723806152,C8:86:52:8B:6C:AE,-72,-75
1473718486774,3183777944336,F1:6D:3A:C9:92:FE,-72,-67
1473718486779,3183783681640,D6:43:46:17:64:70,-72,-62
1473718486879,3183882985840,C8:86:52:8B:6C:AE,-72,-74
1473718486969,3183972677002,C2:A4:39:CB:08:C7,79,-81
1473718487066,3184070058594,D6:43:46:17:64:70,-72,-61
1473718487080,3184084615478,F1:6D:3A:C9:92:FE,-72,-67
1473718487183,3184186910400,C8:86:52:8B:6C:AE,-72,-69
1473718491668,3188669332275,C8:86:52:8B:6C:AE,-72,-85
1473718491668,3188672170410,D6:43:46:17:64:70,-72,-61
1473718491744,3188747548828,F1:6D:3A:C9:92:FE,-72,-68
1473718491813,3188817098388,D6:43:46:17:64:70,-72,-60
1473718491822,3188825612793,C8:86:52:8B:6C:AE,-72,-87
1473718502012,3198957418213,F1:6D:3A:C9:92:FE,-72,-80
1473718502105,3199109395752,F1:6D:3A:C9:92:FE,-72,-74
1473718502170,3199174062500,C8:86:52:8B:6C:AE,-72,-86
1473718502256,3199260122070,F1:6D:3A:C9:92:FE,-72,-76
1473718502328,3199332570801,C8:86:52:8B:6C:AE,-72,-80
1473718502412,3199416250000,F1:6D:3A:C9:92:FE,-72,-85
1473718502472,3199475515136,D6:43:46:17:64:70,-72,-66
1473718502486,3199490499267,C8:86:52:8B:6C:AE,-72,-75
1473718502545,3199548757324,C2:A4:39:CB:08:C7,79,-87
1473718506672,3203675374756,D6:43:46:17:64:70,-72,-73
1473718506678,3203682424316,C8:86:52:8B:6C:AE,-72,-70
1473718506704,3203708211670,4F:2D:F7:3F:A6:2C,0,-94
1473718506750,3203754262695,F1:6D:3A:C9:92:FE,-72,-68
1473718506821,3203824758301,D6:43:46:17:64:70,-72,-77
1473718506830,3203833913574,C8:86:52:8B:6C:AE,-72,-75
1473718506906,3203909932861,F1:6D:3A:C9:92:FE,-72,-78
1473718506963,3203966970215,D6:43:46:17:64:70,-72,-72
1473718506988,3203990194092,E9:1F:D4:74:BB:2A,0,-78
1473718506988,3203992849121,C8:86:52:8B:6C:AE,-72,-75
1473718507106,3204110280761,D6:43:46:17:64:70,-72,-67
1473718507147,3204151448974,C8:86:52:8B:6C:AE,-72,-79
1473718511727,3208730520019,F1:6D:3A:C9:92:FE,-72,-80
1473718511754,3208757589111,D6:43:46:17:64:70,-72,-69
1473718511806,3208810140381,C8:86:52:8B:6C:AE,-72,-74
1473718511894,3208897756347,D6:43:46:17:64:70,-72,-69
1473718511958,3208962484131,C8:86:52:8B:6C:AE,-72,-76
1473718522206,3219207784424,C8:86:52:8B:6C:AE,-72,-72
1473718522206,3219210592041,D6:43:46:17:64:70,-72,-72
1473718522257,3219261251220,F1:6D:3A:C9:92:FE,-72,-62
1473718522349,3219351979980,D6:43:46:17:64:70,-72,-73
1473718522355,3219359060058,C8:86:52:8B:6C:AE,-72,-69
1473718522414,3219417531738,F1:6D:3A:C9:92:FE,-72,-70
1473718522495,3219498891601,D6:43:46:17:64:70,-72,-75
1473718522507,3219511098633,C8:86:52:8B:6C:AE,-72,-70
1473718522570,3219574636230,F1:6D:3A:C9:92:FE,-72,-67
1473718522585,3219588552246,E9:1F:D4:74:BB:2A,0,-78
1473718522643,3219646871338,D6:43:46:17:64:70,-72,-70
1473718522662,3219665944824,C8:86:52:8B:6C:AE,-72,-69
1473718526685,3223688833008,C8:86:52:8B:6C:AE,-72,-73
1473718526688,3223692464599,D6:43:46:17:64:70,-72,-73
1473718526833,3223835775146,D6:43:46:17:64:70,-72,-74
1473718526838,3223841939697,C8:86:52:8B:6C:AE,-72,-74
1473718526959,3223963155517,F1:6D:3A:C9:92:FE,-72,-67
1473718526975,3223979635010,D6:43:46:17:64:70,-72,-71
1473718526995,3223999685058,C8:86:52:8B:6C:AE,-72,-72
1473718527115,3224119039306,F1:6D:3A:C9:92:FE,-72,-68
1473718527152,3224156667480,C8:86:52:8B:6C:AE,-72,-72
1473718531676,3228679616699,E9:1F:D4:74:BB:2A,0,-75
1473718531739,3228742727051,D6:43:46:17:64:70,-72,-65
1473718531792,3228796224365,F1:6D:3A:C9:92:FE,-72,-65
1473718531805,3228809438476,C8:86:52:8B:6C:AE,-72,-85
1473718531888,3228892537842,D6:43:46:17:64:70,-72,-68
1473718531948,3228952443847,F1:6D:3A:C9:92:FE,-72,-68
1473718531965,3228968923340,C8:86:52:8B:6C:AE,-72,-78
1473718532032,3229035695801,D6:43:46:17:64:70,-72,-67
1473718532100,3229103841552,F1:6D:3A:C9:92:FE,-72,-65
1473718532118,3229122518310,C8:86:52:8B:6C:AE,-72,-77
1473718542282,3239287130127,F1:6D:3A:C9:92:FE,-72,-63
1473718542295,3239299276123,C8:86:52:8B:6C:AE,-72,-74
1473718542328,3239332540283,D6:43:46:17:64:70,-72,-76
1473718542437,3239441396484,F1:6D:3A:C9:92:FE,-72,-61
1473718542446,3239450673828,C8:86:52:8B:6C:AE,-72,-80
1473718542491,3239495137939,6C:51:3A:84:18:4F,0,-94
1473718542522,3239526693115,6C:51:3A:84:18:4F,0,-93
1473718542597,3239600637207,F1:6D:3A:C9:92:FE,-72,-61
1473718542603,3239607595215,C8:86:52:8B:6C:AE,-72,-82
1473718542618,3239622548828,6C:51:3A:84:18:4F,0,-93
1473718542648,3239652608642,6C:51:3A:84:18:4F,0,-93
1473718542682,3239686605224,6C:51:3A:84:18:4F,0,-94
1473718542714,3239717885742,6C:51:3A:84:18:4F,0,-94
1473718542754,3239757833252,F1:6D:3A:C9:92:FE,-72,-65
1473718542758,3239762166748,C8:86:52:8B:6C:AE,-72,-82
1473718542784,3239787832031,6C:51:3A:84:18:4F,0,-92
1473718542802,3239805257568,C2:A4:39:CB:08:C7,79,-92
1473718546682,3243685506592,6C:51:3A:84:18:4F,0,-95
1473718546714,3243717672119,6C:51:3A:84:18:4F,0,-94
1473718546745,3243748677978,6C:51:3A:84:18:4F,0,-93
1473718546777,3243777822265,D6:43:46:17:64:70,-72,-72
1473718546777,3243781179199,F1:6D:3A:C9:92:FE,-72,-59
1473718546795,3243799154052,C8:86:52:8B:6C:AE,-72,-78
1473718546803,3243806936035,6C:51:3A:84:18:4F,0,-93
1473718546833,3243836995849,6C:51:3A:84:18:4F,0,-93
1473718546868,3243871785888,6C:51:3A:84:18:4F,0,-90
1473718546917,3243920736084,D6:43:46:17:64:70,-72,-70
1473718546927,3243931752929,6C:51:3A:84:18:4F,0,-93
1473718546949,3243952962646,C8:86:52:8B:6C:AE,-72,-80
1473718547063,3244067159424,D6:43:46:17:64:70,-72,-72
1473718547108,3244112447510,C8:86:52:8B:6C:AE,-72,-80
1473718551700,3248703939209,D6:43:46:17:64:70,-72,-87
1473718551740,3248743947754,F1:6D:3A:C9:92:FE,-72,-57
1473718551759,3248762014160,C8:86:52:8B:6C:AE,-72,-77
1473718551841,3248844777832,D6:43:46:17:64:70,-72,-80
1473718551889,3248893239746,C2:A4:39:CB:08:C7,79,-78
1473718551896,3248899831543,F1:6D:3A:C9:92:FE,-72,-59
1473718551910,3248914663086,C8:86:52:8B:6C:AE,-72,-73
1473718551981,3248985219726,D6:43:46:17:64:70,-72,-80
1473718552047,3249051625976,F1:6D:3A:C9:92:FE,-72,-59
1473718552069,3249073720703,C8:86:52:8B:6C:AE,-72,-72
1473718552129,3249133168945,D6:43:46:17:64:70,-72,-77
1473718562538,3259541616211,D6:43:46:17:64:70,-72,-72
1473718562569,3259573537597,F1:6D:3A:C9:92:FE,-72,-74
1473718562584,3259588491211,C8:86:52:8B:6C:AE,-72,-76
1473718562679,3259682210693,D6:43:46:17:64:70,-72,-71
1473718562721,3259724752197,F1:6D:3A:C9:92:FE,-72,-74
1473718562742,3259745137939,C8:86:52:8B:6C:AE,-72,-76
1473718562819,3259822988281,D6:43:46:17:64:70,-72,-72
1473718562877,3259880910644,E9:1F:D4:74:BB:2A,0,-76
1473718562880,3259884603271,F1:6D:3A:C9:92:FE,-72,-78
1473718562893,3259896047363,C8:86:52:8B:6C:AE,-72,-75
1473718566735,3263739187011,D6:43:46:17:64:70,-72,-67
1473718566739,3263743612060,6D:60:93:7C:3B:AE,0,-90
1473718566761,3263765371094,F1:6D:3A:C9:92:FE,-72,-72
1473718566772,3263776265869,E9:1F:D4:74:BB:2A,0,-81
1473718566781,3263785085449,C8:86:52:8B:6C:AE,-72,-68
1473718566884,3263887868652,D6:43:46:17:64:70,-72,-85
1473718566913,3263917165527,F1:6D:3A:C9:92:FE,-72,-69
1473718566935,3263938894043,C8:86:52:8B:6C:AE,-72,-75
1473718567034,3264037984619,D6:43:46:17:64:70,-72,-77
1473718567094,3264097310791,C8:86:52:8B:6C:AE,-72,-74
1473718571652,3268655599365,6D:60:93:7C:3B:AE,0,-92
1473718571665,3268668966064,D6:43:46:17:64:70,-72,-66
1473718571691,3268694570312,C2:D5:56:BA:DA:26,-74,-98
1473718571726,3268730062256,C8:86:52:8B:6C:AE,-72,-76
1473718571785,3268789083252,F1:6D:3A:C9:92:FE,-72,-65
1473718571809,3268813558349,D6:43:46:17:64:70,-72,-69
1473718571881,3268884908447,C8:86:52:8B:6C:AE,-72,-76
1473718571952,3268955007324,D6:43:46:17:64:70,-72,-66
1473718571969,3268973531494,E9:1F:D4:74:BB:2A,0,-78
1473718572034,3269038320312,C8:86:52:8B:6C:AE,-72,-79
1473718572092,3269096029052,D6:43:46:17:64:70,-72,-70
1473718572129,3269133229980,4F:2D:F7:3F:A6:2C,0,-96
1473718582543,3279546712646,D6:43:46:17:64:70,-72,-75
1473718582558,3279561208496,C8:86:52:8B:6C:AE,-72,-76
1473718582572,3279575582275,6D:60:93:7C:3B:AE,0,-90
1473718582638,3279642171631,F1:6D:3A:C9:92:FE,-72,-52
1473718582688,3279691823730,D6:43:46:17:64:70,-72,-66
1473718582708,3279712423095,C8:86:52:8B:6C:AE,-72,-74
1473718582754,3279758321533,6D:60:93:7C:3B:AE,0,-90
1473718582794,3279798513183,F1:6D:3A:C9:92:FE,-72,-50
1473718582828,3279832204590,D6:43:46:17:64:70,-72,-66
