1473718481887,3178891866455,1,-72,-74
1473718482004,3179007772217,2,-72,-66
1473718482018,3179022054443,3,-72,-63
1473718482042,3179045644531,1,-72,-87
1473718482153,3179155782470,2,-72,-66
1473718482197,3179201131592,1,-72,-72
1473718482293,3179296865234,2,-72,-71
1473718482336,3179340108642,3,-72,-65
1473718482355,3179358785400,1,-72,-73
1473718486720,3183723806152,1,-72,-75
1473718486774,3183777944336,3,-72,-67
1473718486779,3183783681640,2,-72,-62
1473718486879,3183882985840,1,-72,-74
1473718487066,3184070058594,2,-72,-61
1473718487080,3184084615478,3,-72,-67
1473718487183,3184186910400,1,-72,-69
1473718491668,3188669332275,1,-72,-85
1473718491668,3188672170410,2,-72,-61
1473718491744,3188747548828,3,-72,-68
1473718491813,3188817098388,2,-72,-60
1473718491822,3188825612793,1,-72,-87
1473718502012,3198957418213,3,-72,-80
1473718502105,3199109395752,3,-72,-74
1473718502170,3199174062500,1,-72,-86
1473718502256,3199260122070,3,-72,-76
1473718502328,3199332570801,1,-72,-80
1473718502412,3199416250000,3,-72,-85
1473718502472,3199475515136,2,-72,-66
1473718502486,3199490499267,1,-72,-75
1473718506672,3203675374756,2,-72,-73
1473718506678,3203682424316,1,-72,-70
1473718506750,3203754262695,3,-72,-68
1473718506821,3203824758301,2,-72,-77
1473718506830,3203833913574,1,-72,-75
1473718506906,3203909932861,3,-72,-78
1473718506963,3203966970215,2,-72,-72
1473718506988,3203992849121,1,-72,-75
1473718507106,3204110280761,2,-72,-67
1473718507147,3204151448974,1,-72,-79
1473718511727,3208730520019,3,-72,-80
1473718511754,3208757589111,2,-72,-69
1473718511806,3208810140381,1,-72,-74
1473718511894,3208897756347,2,-72,-69
1473718511958,3208962484131,1,-72,-76
1473718522206,3219207784424,1,-72,-72
1473718522206,3219210592041,2,-72,-72
1473718522257,3219261251220,3,-72,-62
1473718522349,3219351979980,2,-72,-73
1473718522355,3219359060058,1,-72,-69
1473718522414,3219417531738,3,-72,-70
1473718522495,3219498891601,2,-72,-75
1473718522507,3219511098633,1,-72,-70
1473718522570,3219574636230,3,-72,-67
1473718522643,3219646871338,2,-72,-70
1473718522662,3219665944824,1,-72,-69
1473718526685,3223688833008,1,-72,-73
1473718526688,3223692464599,2,-72,-73
1473718526833,3223835775146,2,-72,-74
1473718526838,3223841939697,1,-72,-74
1473718526959,3223963155517,3,-72,-67
1473718526975,3223979635010,2,-72,-71
1473718526995,3223999685058,1,-72,-72
1473718527115,3224119039306,3,-72,-68
1473718527152,3224156667480,1,-72,-72
1473718531739,3228742727051,2,-72,-65
1473718531792,3228796224365,3,-72,-65
1473718531805,3228809438476,1,-72,-85
1473718531888,3228892537842,2,-72,-68
1473718531948,3228952443847,3,-72,-68
1473718531965,3228968923340,1,-72,-78
1473718532032,3229035695801,2,-72,-67
1473718532100,3229103841552,3,-72,-65
1473718532118,3229122518310,1,-72,-77
1473718542282,3239287130127,3,-72,-63
1473718542295,3239299276123,1,-72,-74
1473718542328,3239332540283,2,-72,-76
1473718542437,3239441396484,3,-72,-61
